row,col,x_m,y_m,lat,lon,elev_m,slope_deg,roughness_m,local_relief_m,landform_code,landform_name,terrain_code,water,rail,road,antitank_ditch,move_cost_infantry,move_cost_vehicle
1,1,125.0,125.0,50.99112415045466,36.62178764160545,231.90611671789705,2.079897292137753,4.007954855606337,11.859175085440285,1,plain,1,False,False,False,False,1.1386598194758502,1.2599871615172191
1,2,375.0,125.0,50.99112415045466,36.62536292481635,240.95305835894854,1.465704931829729,4.568321263340651,14.81060673141647,1,plain,1,False,False,False,False,1.0977136621219818,1.183213116478716
1,3,625.0,125.0,50.99112415045466,36.62893820802726,242.2161560040485,0.5777829640396009,2.8483754345170493,18.859175085440285,1,plain,1,False,False,False,False,1.0385188642693066,1.0722228705049501
1,4,875.0,125.0,50.99112415045466,36.63251349123816,245.9514316459762,0.22891175961836746,2.9113639877463493,12.834295679026582,1,plain,1,False,False,False,False,1.0152607839745578,1.028613969952296
1,5,1125.0,125.0,50.99112415045466,36.636088774449064,242.0037746753097,1.8501322782902363,3.4150253903493697,15.906881595706722,1,plain,1,False,False,False,False,1.1233421518860158,1.2312665347862795
1,6,1375.0,125.0,50.99112415045466,36.639664057659964,248.2093925274599,2.087520691297728,5.394154408712207,29.370885337873915,2,hill,2,False,False,False,False,1.3100432529994923,1.7022691166564916
1,7,1625.0,125.0,50.99112415045466,36.64323934087087,234.09311840429328,2.793372697975047,9.14283750496567,31.178442101309486,2,hill,2,False,False,False,False,1.3641585735114201,1.8213816427832892
1,8,1875.0,125.0,50.99112415045466,36.64681462408177,226.37653509598164,1.3170798177410508,7.581646625850227,37.16611126845788,2,hill,2,False,False,False,False,1.2509761193601472,1.5722572192438025
1,9,2125.0,125.0,50.99112415045466,36.65038990729268,234.2348483376305,3.6630806220579277,6.356641180740765,33.85305396088978,2,hill,2,False,False,False,False,1.430836181024441,1.9681448549722755
1,10,2375.0,125.0,50.99112415045466,36.65396519050358,235.0,2.9919703081236,7.620426761244689,30.86167431539613,2,hill,2,False,False,False,False,1.3793843902894758,1.8548949894958575
1,11,2625.0,125.0,50.99112415045466,36.657540473714484,227.807353090147,3.744836901457879,9.908814187754643,44.01837233060107,2,hill,2,False,False,False,False,1.437104162445104,1.981941227121017
1,12,2875.0,125.0,50.99112415045466,36.66111575692538,216.0771584540651,5.016493707290717,11.342785360686728,47.494316572159875,2,hill,2,False,False,False,False,1.5345978508922882,2.196533313105309
1,13,3125.0,125.0,50.99112415045466,36.66469104013629,190.98162766939893,4.273867375916744,15.588866832747483,47.494316572159875,2,hill,2,False,False,False,False,1.4776631654869503,2.0712151196859505
1,14,3375.0,125.0,50.99112415045466,36.66826632334719,229.6114111751724,4.814302262701903,16.184011045146285,47.494316572159875,2,hill,2,False,False,False,False,1.5190965068071458,2.1624135068309465
1,15,3625.0,125.0,50.99112415045466,36.6718416065581,230.01737856978224,0.46651022594342345,3.61406430796817,47.494316572159875,2,hill,2,False,False,False,False,1.1857657839889957,1.428723600627953
1,16,3875.0,125.0,50.99112415045466,36.675416889769,225.5477447060835,0.7596279935715692,2.272525426335613,23.063524914262075,2,hill,2,False,False,False,False,1.20823814617382,1.4781872239152025
1,17,4125.0,125.0,50.99112415045466,36.678992172979896,227.0,0.7226561267494799,4.08399660761909,27.150085422046487,2,hill,2,False,False,False,False,1.2054036363841267,1.4719482213889747
1,18,4375.0,125.0,50.99112415045466,36.6825674561908,223.96445776956023,2.2725884085797414,6.656630790508285,28.857568955376223,2,hill,2,False,False,False,False,1.3242317779911135,1.7334992939478315
1,19,4625.0,125.0,50.99112415045466,36.6861427394017,215.95305835894854,3.1855675220301336,8.240846036173359,34.94978414338743,2,hill,2,False,False,False,False,1.3942268433556435,1.8875645193425852
1,20,4875.0,125.0,50.99112415045466,36.68971802261261,201.89170771641716,2.7423685938213516,8.021904466567241,46.5974949079999,2,hill,2,False,False,False,False,1.360248258859637,1.8127747002073533
1,21,5125.0,125.0,50.99112415045466,36.69329330582351,192.05021585661257,2.848656433302894,8.487716675342172,39.22192337177839,2,hill,2,False,False,False,False,1.3683969932198885,1.8307107731198635
1,22,5375.0,125.0,50.99112415045466,36.696868589034416,177.36696286156032,2.052426353628508,6.0502261202010175,33.26886501282985,2,hill,2,False,False,False,False,1.3073526871115189,1.696346947174811
1,23,5625.0,125.0,50.99112415045466,36.700443872245316,192.71069661902868,2.4619239682145606,9.375631982775163,37.468019196536034,2,hill,2,False,False,False,False,1.338747504229783,1.765449669636207
1,24,5875.0,125.0,50.99112415045466,36.70401915545622,198.5999958323671,2.341645262496134,7.466034969383467,39.409689927389536,2,hill,2,False,False,False,False,1.3295261367913702,1.7451526380462226
1,25,6125.0,125.0,50.99112415045466,36.70759443866712,203.35593827506167,2.5288480746638218,7.817625015801623,44.16311666540403,2,hill,2,False,False,False,False,1.343878352390893,1.7767431125995201
1,26,6375.0,125.0,50.99112415045466,36.71116972187803,194.43532478518196,5.349571263729427,9.081294259859757,29.562470730957926,2,hill,2,False,False,False,False,1.5601337968859228,2.2527401507543408
1,27,6625.0,125.0,50.99112415045466,36.71474500508893,220.89425165257418,3.5465738724840454,9.529266077766128,36.47079193271509,2,hill,2,False,False,False,False,1.4219039968904434,1.948484340981683
1,28,6875.0,125.0,50.99112415045466,36.718320288299836,223.9977955161399,1.9859758830798593,5.521210397982983,41.259752109356896,2,hill,2,False,False,False,False,1.3022581510361224,1.6851334302697265
1,29,7125.0,125.0,50.99112415045466,36.721895571510736,230.90611671789705,1.4328188031086404,6.366741698026991,19.44829989505004,1,plain,1,False,False,False,False,1.095521253540576,1.17910235038858
1,30,7375.0,125.0,50.99112415045466,36.72547085472164,235.69507689453886,0.4778283513809356,2.663363901203535,20.516814862873417,2,hill,2,False,False,False,False,1.1866335069392049,1.430633534295533
1,31,7625.0,125.0,50.99112415045466,36.72904613793254,233.58646459829257,1.1015163439992437,2.6610174717495507,13.999999999999972,1,plain,1,False,False,False,False,1.0734344229332828,1.1376895429999054
1,32,7875.0,125.0,50.99112415045466,36.73262142114345,237.43711601303613,0.9992285262771733,4.095117523422562,15.149234750436875,1,plain,1,False,False,False,False,1.0666152350851448,1.1249035657846467
1,33,8125.0,125.0,50.99112415045466,36.73619670435435,240.99999999999997,0.7870694100995173,2.92627803796818,20.046941632456736,2,hill,2,False,False,False,False,1.2103419881076296,1.4828179629542937
1,34,8375.0,125.0,50.99112415045466,36.739771987565256,244.00840983587716,1.0121445203972637,2.876467419881627,14.81264910712025,1,plain,1,False,False,False,False,1.0674763013598176,1.126518065049658
1,35,8625.0,125.0,50.99112415045466,36.743347270776155,248.90611671789702,1.3259475944711114,2.2255472751550234,13.228914150996928,1,plain,1,False,False,False,False,1.088396506298074,1.165743449308889
1,36,8875.0,125.0,50.99112415045466,36.74692255398706,244.99999999999997,1.242532875849901,3.7131509362233186,22.334641898348593,2,hill,2,False,False,False,False,1.245260853815159,1.559677422799671
1,37,9125.0,125.0,50.99112415045466,36.75049783719796,238.7647798177953,1.4974965457517346,5.8140932729775905,28.44036964567468,2,hill,2,False,False,False,False,1.2648080685076328,1.6027025420956054
1,38,9375.0,125.0,50.99112415045466,36.75407312040887,232.04694164105146,1.9909565826369815,6.231053483636107,42.122334495251806,2,hill,2,False,False,False,False,1.3026400046688351,1.6859739233199906
1,39,9625.0,125.0,50.99112415045466,36.75764840361977,223.04694164105146,1.9461578457390756,6.085531762899409,49.93237892916042,2,hill,2,False,False,False,False,1.2992054348399957,1.6784141364684693
1,40,9875.0,125.0,50.99112415045466,36.761223686830675,215.09388328210292,1.8813208368268577,6.445960096523097,43.959973407458904,2,hill,2,False,False,False,False,1.294234597490059,1.6674728912145322
1,41,10125.0,125.0,50.99112415045466,36.764798970041575,206.72370795373163,3.1179364668231133,10.953575148636526,52.66551392923125,2,hill,2,False,False,False,False,1.3890417957897718,1.8761517787764006
